1445,Prison Architect,"Oct 6, 2015",5000000 - 10000000,0,29.99,8,"['English', 'French', 'Italian', 'German', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Spain', 'Dutch', 'Japanese', 'Swedish', 'Traditional Chinese', 'Turkish']",https://www.prisonarchitect.com/,True,True,True,56684,5947,1481,"Double Eleven,Introversion Software","Indie,Simulation,Strategy"
1789,DARK SOULS™ III,"Apr 11, 2016",5000000 - 10000000,17,59.99,3,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']",,True,False,False,310407,21119,5041,"FromSoftware, Inc.",Action
3420,Stardew Valley,"Feb 26, 2016",10000000 - 20000000,0,14.99,1,"['English', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'French', 'Italian', 'Hungarian', 'Korean', 'Turkish']",http://www.stardewvalley.net,True,True,True,475785,8983,3753,ConcernedApe,"Indie,RPG,Simulation"
1552,Red Dead Redemption 2,"Dec 5, 2019",5000000 - 10000000,17,29.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']",https://www.rockstargames.com/reddeadredemption2/,True,False,False,251841,32592,5776,Rockstar Games,"Action,Adventure"
2019,Call of Duty®: Modern Warfare® 2 (2009),"Nov 11, 2009",5000000 - 10000000,0,19.99,2,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",https://www.callofduty.com/,True,True,False,31945,2927,5848,Infinity Ward,Action
1194,NARAKA: BLADEPOINT,"Aug 11, 2021",5000000 - 10000000,0,19.99,2,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'French', 'German', 'Spanish - Spain', 'Russian', 'Turkish', 'Portuguese', 'Vietnamese', 'Thai']",https://www.narakathegame.com,True,False,False,86893,24106,7583,24 Entertainment,"Action,Adventure,Massively Multiplayer"
624,The Binding of Isaac: Rebirth,"Nov 4, 2014",5000000 - 10000000,17,14.99,4,"['English', 'French', 'Spanish - Spain', 'Turkish', 'Italian', 'German', 'Russian', 'Polish', 'Portuguese - Brazil', 'Dutch', 'Japanese']",http://www.bindingofisaac.com,True,True,True,201024,4749,10084,"Nicalis, Inc.,Edmund McMillen",Action
2938,POSTAL 2,"Nov 2, 2012",5000000 - 10000000,18,9.99,1,"['English', 'Russian', 'Simplified Chinese', 'Spanish - Spain', 'Turkish']",http://www.runningwithscissors.com,True,True,True,69258,2762,437,Running With Scissors,"Action,Adventure,Indie"
2762,Counter-Strike Nexon: Studio,"Oct 7, 2014",5000000 - 10000000,0,0.0,0,"['English', 'French', 'German', 'Russian', 'Turkish', 'Spanish - Spain']",,True,False,False,26469,13468,2798,"Valve Corporation, Nexon Korea Corporation","Action,Casual,Free to Play,Massively Multiplayer"
1715,Deathmatch Classic,"Jun 1, 2001",5000000 - 10000000,0,4.99,0,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Korean', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",,True,True,True,1929,428,945,Valve,Action
3887,Kathy Rain,"May 5, 2016",5000000 - 10000000,0,14.99,0,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Polish']",http://kathyraingame.com,True,True,False,3232,262,1272,Clifftop Games,"Adventure,Indie"
2552,Raft,"Jun 20, 2022",5000000 - 10000000,0,19.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Swedish']",http://www.raft-game.com,True,False,False,182819,13311,2875,Redbeet Interactive,"Adventure,Indie,Simulation"
123,Braveland,"Mar 17, 2014",5000000 - 10000000,0,6.99,0,"['English', 'Russian', 'French', 'German', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Simplified Chinese', 'Spanish - Spain', 'Italian']",http://www.tortugateam.com/,True,True,True,2355,512,1291,Tortuga Team,"Adventure,Casual,Indie,RPG,Strategy"
531,Day of Defeat: Source,"Jul 12, 2010",5000000 - 10000000,0,9.99,0,"['English', 'French', 'Spanish - Spain', 'Turkish', 'Italian', 'German', 'Russian', 'Polish', 'Portuguese - Brazil', 'Dutch', 'Japanese']",http://www.dayofdefeat.com/,True,True,True,16439,1597,732,Valve,Action
769,Grim Dawn,"Feb 25, 2016",5000000 - 10000000,0,24.99,6,"['English', 'French', 'German', 'Spanish - Spain', 'Czech', 'Japanese', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil', 'Italian', 'Korean', 'Traditional Chinese', 'Vietnamese']",http://www.grimdawn.com/,True,False,False,71838,4995,4066,Crate Entertainment,"Action,Adventure,Indie,RPG"
263,Risk of Rain 2,"Aug 11, 2020",5000000 - 10000000,0,24.99,3,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Turkish']",https://www.riskofrain.com/,True,False,False,199048,7354,3323,Hopoo Games,"Action,Indie"
3502,Company of Heroes 2,"Jun 25, 2013",5000000 - 10000000,17,19.99,5,"['Czech', 'English', 'French', 'German', 'Italian', 'Polish', 'Russian', 'Spanish - Spain']",http://www.companyofheroes.com/,True,True,True,74276,20426,2634,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",Strategy
2111,Half-Life Deathmatch: Source,"May 1, 2006",5000000 - 10000000,0,9.99,0,"['English', 'French', 'Spanish - Spain', 'Turkish', 'Italian', 'German', 'Russian', 'Polish', 'Portuguese - Brazil', 'Dutch', 'Japanese']",,True,True,True,2444,815,173,Valve,Action
3320,Black Desert,"May 24, 2017",5000000 - 10000000,0,9.99,4,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Thai', 'Turkish', 'Traditional Chinese']",https://steam.playblackdesert.com,True,False,False,43769,14463,8122,Pearl Abyss,"Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy"
2457,Half-Life 2: Episode Two,"Oct 10, 2007",5000000 - 10000000,0,7.99,1,"['English', 'French', 'German', 'Russian', 'Danish', 'Dutch', 'Finnish', 'Italian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Simplified Chinese', 'Spanish - Spain', 'Swedish', 'Traditional Chinese']",http://www.whatistheorangebox.com/,True,True,True,28981,914,444,Valve,Action
3874,Dying Light,"Jan 26, 2015",5000000 - 10000000,17,29.99,34,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Russian', 'Korean', 'Simplified Chinese', 'Spanish - Latin America', 'Japanese', 'Thai', 'Traditional Chinese', 'Turkish', 'Czech']",https://dyinglightgame.com/?utm_source=Steam&amp;utm_medium=Link&amp;utm_campaign=Dying_Light,True,True,True,316493,16568,2211,Techland,"Action,RPG"
1391,7 Days to Die,"Dec 13, 2013",5000000 - 10000000,0,24.99,0,"['English', 'French', 'German', 'Spanish - Spain', 'Italian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish']",http://www.7daystodie.com,True,True,True,198204,26382,5219,The Fun Pimps,"Action,Adventure,Indie,RPG,Simulation,Strategy,Early Access"
2196,SCP: Secret Laboratory,"Dec 29, 2017",5000000 - 10000000,0,0.0,0,"['English', 'Polish', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Dutch', 'Russian', 'French', 'Turkish', 'Portuguese', 'Ukrainian', 'Traditional Chinese', 'Korean', 'Hungarian', 'Simplified Chinese', 'Finnish', 'Danish', 'Japanese', 'Norwegian', 'Portuguese - Brazil', 'Thai', 'Swedish', 'Vietnamese', 'Romanian']",https://scpslgame.com/,True,False,False,128828,11947,894,Northwood Studios,"Action,Free to Play"
2806,Day of Defeat,"May 1, 2003",5000000 - 10000000,0,4.99,0,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",http://www.dayofdefeat.com/,True,True,True,5179,566,1397,Valve,Action
846,Guacamelee! Super Turbo Championship Edition,"Aug 21, 2014",5000000 - 10000000,0,4.99,0,"['English', 'French', 'Italian', 'German', 'Portuguese - Brazil', 'Spanish - Latin America']",http://guacamelee.com/,True,False,False,5507,447,182,DrinkBox Studios,"Action,Adventure,Indie"
1470,The Elder Scrolls V: Skyrim,"Nov 10, 2011",5000000 - 10000000,17,19.99,1,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Japanese', 'Czech', 'Polish', 'Russian']",http://elderscrolls.com/,True,False,False,293938,16035,6458,Bethesda Game Studios,RPG
1103,XCOM® 2,"Feb 4, 2016",5000000 - 10000000,0,8.99,7,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",http://www.xcom.com,True,True,True,67933,13088,3059,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",Strategy
3443,HITMAN™ 2,"Nov 13, 2018",5000000 - 10000000,0,0.0,4,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']",http://www.hitman.com/,True,False,False,61972,5945,954,IO Interactive A/S,Action
2339,Z1 Battle Royale: Test Server,"Feb 24, 2016",5000000 - 10000000,0,0.0,0,"['English', 'French', 'Spanish - Spain', 'Turkish', 'Italian', 'German', 'Russian', 'Polish', 'Portuguese - Brazil', 'Dutch', 'Japanese']",https://www.z1.live,True,False,False,1312,1182,640,Daybreak Game Company,Massively Multiplayer
1588,Half-Life: Opposing Force,"Nov 1, 1999",5000000 - 10000000,0,4.99,0,"['English', 'French', 'German', 'Korean']",,True,True,True,14333,718,214,Gearbox Software,Action
3925,Freestyle 2: Street Basketball,"Apr 1, 2015",5000000 - 10000000,0,0.0,15,"['English', 'German', 'French', 'Thai', 'Japanese']",http://freestyle2.joycitygames.com,True,False,False,8611,3157,1185,JOYCITY,"Action,Casual,Free to Play,Massively Multiplayer,Sports"
4080,Team Fortress Classic,"Apr 1, 1999",5000000 - 10000000,0,4.99,0,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Korean', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",,True,True,True,5677,923,143,Valve,Action
1491,Tomb Raider,"Mar 4, 2013",5000000 - 10000000,17,14.99,21,"['English', 'German', 'French', 'Italian', 'Korean', 'Spanish - Spain', 'Traditional Chinese', 'Russian', 'Polish', 'Dutch', 'Czech', 'Portuguese - Brazil', 'Arabic']",http://www.tombraider.com,True,True,False,206420,8185,718,"Crystal Dynamics,Eidos-Montréal,Feral Interactive (Mac),Nixxes","Action,Adventure"
3690,Call of Duty®: Modern Warfare® 2 (2009),"Nov 11, 2009",5000000 - 10000000,0,19.99,2,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",https://www.callofduty.com/,True,True,False,44225,3285,776,Infinity Ward,Action
3007,Scrap Mechanic,"Jan 19, 2016",5000000 - 10000000,0,19.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Japanese', 'Korean', 'Russian']",http://www.scrapmechanic.com,True,False,False,82947,6429,2285,Axolot Games,"Action,Adventure,Indie,Simulation,Early Access"
3521,Age of Empires II (2013),"Apr 9, 2013",5000000 - 10000000,0,19.99,3,"['English', 'German', 'French', 'Italian', 'Korean', 'Spanish - Spain', 'Simplified Chinese', 'Russian', 'Japanese', 'Dutch', 'Portuguese - Brazil']",https://www.ageofempires.com/games/aoeii/,True,False,False,90487,4099,1908,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios,Forgotten Empires",Strategy
1259,Evolve Stage 2,"Feb 10, 2015",5000000 - 10000000,17,0.0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Simplified Chinese']",http://www.evolveupdates.com/stage2/,True,False,False,31246,14787,575,Turtle Rock Studios,"Action,Free to Play"
1873,Chivalry: Medieval Warfare,"Oct 16, 2012",5000000 - 10000000,0,24.99,2,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Russian', 'Polish', 'Simplified Chinese', 'Traditional Chinese']",http://www.tornbanner.com/chivalry,True,True,True,54712,11675,743,Torn Banner Studios,"Action,Indie"
1006,Castle Crashers®,"Sep 26, 2012",5000000 - 10000000,0,14.99,2,"['English', 'German', 'French', 'Italian', 'Korean', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Portuguese', 'Russian']",https://www.thebehemoth.com,True,True,False,89411,3466,574,The Behemoth,"Action,Adventure,Casual,Indie,RPG"
136,DayZ,"Dec 13, 2018",5000000 - 10000000,17,44.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Polish', 'Portuguese - Brazil']",https://www.dayz.com,True,False,False,221274,89537,9087,Bohemia Interactive,"Action,Adventure,Massively Multiplayer"
